Name,Average.coverage,Reference.length
contig-120_96905_1,1.183,634
contig-120_96907_1,1.614,184
contig-120_96907_2,3.135,570
contig-120_96917_1,1.156,519
contig-120_96918_2,1.000,145
contig-120_96919_2,1.518,255
contig-120_96922_1,0.296,456
contig-120_96924_1,0.982,440
contig-120_96934_1,0.909,165
contig-120_96936_1,1.786,504
contig-120_96937_1,1.426,526
contig-120_96938_1,1.765,170
contig-120_96940_1,1.000,133
contig-120_96940_2,0.888,338
contig-120_96944_1,0.502,299
contig-120_96944_2,0.985,131
contig-120_96950_1,2.654,382
contig-120_96951_2,2.949,356
contig-120_96953_1,1.279,469
contig-120_96955_1,4.305,591
contig-120_96962_1,11.836,746
contig-120_96963_1,0.847,177
contig-120_96970_1,2.747,162
contig-120_96971_1,0.798,564
contig-120_96972_1,10.356,236
contig-120_96974_2,1.000,133
contig-120_96975_1,3.246,647
contig-120_96976_3,10.635,244
contig-120_96983_1,0.765,196
contig-120_96983_2,1.088,272
contig-120_96984_1,0.610,246
contig-120_96984_2,2.005,438
contig-120_96985_1,0.640,703
contig-120_96997_1,1.936,141
contig-120_96997_2,1.422,422
contig-120_96998_1,1.471,189
contig-120_96998_2,0.490,306
contig-120_97004_1,1.370,748
contig-120_97009_1,0.980,306
contig-120_97019_1,1.091,275
contig-120_97022_1,0.395,380
contig-120_97023_1,3.053,737
contig-120_97024_1,1.969,749
contig-120_97025_1,7.015,338
contig-120_97026_2,0.598,251
contig-120_97033_1,0.472,635
contig-120_97035_1,0.207,723
contig-120_97037_2,2.821,319
contig-120_97037_3,0.936,157
contig-120_97042_1,0.625,240
contig-120_97047_1,19.749,669
contig-120_97049_1,84.716,366
contig-120_97053_1,1.370,219
contig-120_97055_1,1.508,199
contig-120_97059_1,1.451,517
contig-120_97060_2,1.382,434
contig-120_97062_2,0.708,212
contig-120_97070_2,0.748,401
contig-120_97071_1,1.054,279
contig-120_97079_2,0.347,372
contig-120_97079_3,0.744,195
contig-120_97081_2,1.277,235
contig-120_97085_1,1.159,647
contig-120_97087_1,2.903,310
contig-120_97092_2,2.318,449
contig-120_97100_2,0.385,390
contig-120_97102_1,1.408,746
contig-120_97103_1,1.676,358
contig-120_97105_1,1.634,459
contig-120_97107_1,0.579,259
contig-120_97120_1,0.993,151
contig-120_97121_1,2.993,688
contig-120_97125_1,0.735,604
contig-120_97127_1,1.299,231
contig-120_97130_1,0.976,747
contig-120_97133_1,1.024,293
contig-120_97151_1,0.718,627
contig-120_97160_1,0.546,549
contig-120_97161_2,3.147,184
contig-120_97164_1,0.229,654
contig-120_97165_1,0.920,163
contig-120_97166_2,1.277,235
contig-120_97173_1,0.872,344
contig-120_97179_1,0.777,386
contig-120_97186_1,0.601,499
contig-120_97197_2,1.884,398
contig-120_97199_1,1.107,542
contig-120_97203_1,1.224,735
contig-120_97209_1,1.003,299
contig-120_97219_1,1.521,664
contig-120_97221_1,0.857,175
contig-120_97224_1,0.535,561
contig-120_97225_1,0.833,156
contig-120_97226_1,0.469,320
contig-120_97227_1,0.829,724
contig-120_97229_1,1.282,468
contig-120_97230_2,0.931,160
contig-120_97232_1,10.425,584
contig-120_97233_1,1.051,571
contig-120_97246_1,0.794,564
contig-120_97249_1,0.430,349
contig-120_97251_1,0.968,155
contig-120_97253_1,0.890,674
contig-120_97255_1,2.987,747
contig-120_97257_1,1.450,606
contig-120_97260_1,0.746,402
contig-120_97262_1,1.079,695
contig-120_97265_1,2.740,219
contig-120_97275_1,3.659,164
contig-120_97279_1,1.798,317
contig-120_97279_2,6.317,356
contig-120_97281_2,1.007,298
contig-120_97283_1,2.913,206
contig-120_97284_1,34.920,747
contig-120_97286_1,0.949,316
contig-120_97286_2,1.064,282
contig-120_97289_1,2.188,746
contig-120_97290_1,0.824,364
contig-120_97291_1,0.756,397
contig-120_97293_2,1.042,288
contig-120_97297_1,0.733,409
contig-120_97300_1,0.951,631
contig-120_97312_1,0.909,165
contig-120_97312_2,0.678,426
contig-120_97313_2,0.941,476
contig-120_97314_1,0.908,661
contig-120_97316_1,0.892,673
contig-120_97322_1,1.738,603
contig-120_97323_1,0.596,245
contig-120_97326_1,1.395,430
contig-120_97329_1,0.773,194
contig-120_97330_2,0.563,263
contig-120_97335_1,9.705,414
contig-120_97335_2,2.750,324
contig-120_97343_2,3.679,318
contig-120_97346_1,2.581,389
contig-120_97349_1,0.305,492
contig-120_97354_2,0.785,191
contig-120_97358_1,1.719,349
contig-120_97359_1,0.495,555
contig-120_97366_2,1.911,305
contig-120_97369_1,1.767,331
contig-120_97371_1,62.724,648
contig-120_97372_1,1.288,233
contig-120_97374_1,0.779,385
contig-120_97375_1,1.056,426
contig-120_97385_1,2.587,288
contig-120_97386_1,5.857,322
contig-120_97386_2,3.089,338
contig-120_97401_1,2.152,750
contig-120_97403_2,0.333,450
contig-120_97405_1,0.547,274
contig-120_97412_1,0.794,189
contig-120_97413_1,1.295,579
contig-120_97414_1,2.301,326
contig-120_97416_1,0.696,431
contig-120_97417_1,25.526,492
contig-120_97417_2,18.422,251
contig-120_97423_1,0.862,174
contig-120_97424_3,1.576,278
contig-120_97428_1,1.619,741
contig-120_97430_1,0.622,723
contig-120_97431_1,2.778,324
contig-120_97433_1,0.644,219
contig-120_97438_1,0.798,188
contig-120_97441_1,1.200,500
contig-120_97446_1,1.372,656
contig-120_97447_1,1.553,676
contig-120_97453_1,0.523,287
contig-120_97453_2,0.979,141
contig-120_97455_1,1.609,642
contig-120_97458_1,0.377,369
contig-120_97461_1,1.506,498
contig-120_97463_1,0.825,727
contig-120_97466_1,0.390,374
contig-120_97470_2,1.004,448
contig-120_97472_1,0.852,684
contig-120_97479_2,8.827,440
contig-120_97480_2,10.840,231
contig-120_97492_1,0.633,237
contig-120_97493_1,0.417,360
contig-120_97494_2,3.905,645
contig-120_97495_1,1.000,131
contig-120_97498_1,0.929,323
contig-120_97508_1,0.944,144
contig-120_97508_2,1.014,278
contig-120_97512_1,0.754,398
contig-120_97516_2,0.829,181
contig-120_97517_1,0.875,343
contig-120_97519_1,1.023,431
contig-120_97523_1,11.142,738
contig-120_97524_1,0.280,535
contig-120_97527_1,0.867,173
contig-120_97534_1,0.238,631
contig-120_97542_1,3.727,440
contig-120_97550_1,0.236,636
contig-120_97551_1,1.501,699
contig-120_97554_1,0.229,656
contig-120_97556_1,0.455,330
contig-120_97562_2,0.514,545
contig-120_97565_1,1.053,285
contig-120_97566_1,1.238,606
contig-120_97570_1,0.195,747
contig-120_97575_1,65.813,747
contig-120_97578_1,3.258,318
contig-120_97579_1,0.820,549
contig-120_97582_1,1.802,333
contig-120_97584_1,1.015,591
contig-120_97586_2,0.993,149
contig-120_97587_2,1.163,258
contig-120_97598_1,6.075,663
contig-120_97599_1,3.057,668
contig-120_97605_1,2.245,726
contig-120_97607_1,0.838,179
contig-120_97607_3,1.770,161
contig-120_97612_2,0.255,525
contig-120_97613_1,0.421,356
contig-120_97614_1,2.491,542
contig-120_97614_2,0.923,156
contig-120_97621_1,1.322,681
contig-120_97622_1,1.015,733
contig-120_97632_2,0.785,382
contig-120_97638_1,18.019,210
contig-120_97639_1,0.838,358
contig-120_97640_2,4.011,187
contig-120_97648_1,0.974,154
contig-120_97650_1,9.338,399
contig-120_97650_2,4.323,192
contig-120_97651_1,0.866,157
contig-120_97652_1,3.283,540
contig-120_97655_1,1.562,379
contig-120_97657_1,2.281,459
contig-120_97657_2,4.646,288
contig-120_97658_1,0.511,587
contig-120_97668_1,0.177,745
contig-120_97677_1,0.651,461
contig-120_97683_1,2.284,591
contig-120_97689_1,0.609,493
contig-120_97694_1,0.330,454
contig-120_97696_1,1.103,272
contig-120_97699_1,1.361,551
contig-120_97700_1,0.729,388
contig-120_97703_1,1.358,547
contig-120_97715_1,0.753,571
contig-120_97730_1,0.482,560
contig-120_97733_1,1.000,134
contig-120_97741_1,0.627,461
contig-120_97743_1,2.314,389
contig-120_97743_2,1.761,247
contig-120_97748_1,1.000,128
contig-120_97750_1,1.151,391
contig-120_97752_1,1.060,283
contig-120_97756_1,1.337,673
contig-120_97758_1,0.880,682
contig-120_97764_2,2.712,553
contig-120_97765_1,1.638,726
contig-120_97766_1,0.829,362
contig-120_97770_1,2.000,135
contig-120_97773_2,1.124,267
contig-120_97774_1,0.915,164
contig-120_97777_2,1.197,376
contig-120_97778_1,0.257,536
contig-120_97784_2,1.894,303
contig-120_97788_1,1.071,700
contig-120_97789_1,0.628,239
contig-120_97790_1,0.558,269
contig-120_97792_1,1.325,453
contig-120_97793_2,4.233,283
contig-120_97797_1,2.727,275
contig-120_97797_2,2.645,155
contig-120_97800_2,1.000,141
contig-120_97801_1,1.178,382
contig-120_97805_1,0.881,511
contig-120_97808_1,3.590,746
contig-120_97810_1,1.000,131
contig-120_97811_1,0.992,133
contig-120_97814_1,0.714,210
contig-120_97819_1,1.271,236
contig-120_97819_2,2.179,402
contig-120_97820_1,13.392,747
contig-120_97822_1,0.829,181
contig-120_97823_2,1.554,193
contig-120_97824_1,1.707,703
contig-120_97827_1,1.333,450
contig-120_97828_2,2.976,450
contig-120_97832_1,3.202,233
contig-120_97839_1,1.453,413
contig-120_97839_2,0.605,248
contig-120_97848_1,199.261,654
contig-120_97854_1,1.648,182
contig-120_97854_2,19.178,426
contig-120_97855_1,5.078,348
contig-120_97855_2,5.579,349
contig-120_97859_2,2.260,377
contig-120_97863_2,0.588,255
contig-120_97865_1,0.869,518
contig-120_97871_1,18.650,366
contig-120_97871_2,29.984,306
contig-120_97873_1,1.455,398
contig-120_97875_1,0.543,276
contig-120_97879_2,0.697,402
contig-120_97880_1,0.519,289
contig-120_97887_1,4.459,603
contig-120_97889_2,0.448,335
contig-120_97893_1,1.000,143
contig-120_97893_2,21.412,396
contig-120_97900_1,19.334,736
contig-120_97904_1,0.487,616
contig-120_97911_1,2.654,217
contig-120_97915_2,0.445,337
contig-120_97920_1,0.448,669
contig-120_97921_1,10.351,387
contig-120_97921_2,6.637,339
contig-120_97926_2,0.693,433
contig-120_97929_1,3.300,721
contig-120_97931_1,0.204,736
contig-120_97937_1,0.644,466
contig-120_97947_1,0.394,743
contig-120_97951_1,1.163,258
contig-120_97952_2,1.181,254
contig-120_97958_1,1.513,694
contig-120_97959_1,4.585,458
contig-120_97964_1,0.220,650
contig-120_97971_1,6.115,532
contig-120_97977_1,0.216,695
contig-120_97979_1,0.708,212
contig-120_97982_1,0.500,300
contig-120_97982_2,5.639,360
contig-120_97984_1,0.558,269
contig-120_97989_1,0.622,482
contig-120_97991_1,2.909,464
contig-120_97994_2,4.726,270
contig-120_98001_1,0.503,596
contig-120_98008_1,0.697,646
contig-120_98011_1,6.421,719
contig-120_98015_1,0.802,561
contig-120_98017_2,0.809,550
contig-120_98021_1,0.503,298
contig-120_98022_1,2.413,744
contig-120_98025_1,0.430,349
contig-120_98025_2,0.798,188
contig-120_98028_2,0.987,152
contig-120_98030_1,9.747,486
contig-120_98033_1,0.794,567
contig-120_98038_1,0.412,729
contig-120_98041_1,0.633,474
contig-120_98044_1,6.399,441
contig-120_98049_1,2.435,237
contig-120_98049_2,3.642,327
contig-120_98053_2,0.658,228
contig-120_98065_2,2.019,520
contig-120_98067_1,59.213,282
contig-120_98067_2,69.084,391
contig-120_98069_1,1.948,231
contig-120_98070_3,0.888,169
contig-120_98074_1,1.028,725
contig-120_98076_1,0.651,461
contig-120_98077_2,0.974,154
contig-120_98078_1,0.485,619
contig-120_98079_1,1.646,271
contig-120_98079_2,0.661,227
contig-120_98081_1,6.527,501
contig-120_98088_1,0.920,163
contig-120_98092_1,1.452,305
contig-120_98095_2,0.993,136
contig-120_98105_2,1.791,335
contig-120_98105_3,0.872,172
contig-120_98106_1,0.696,431
contig-120_98109_1,0.955,314
contig-120_98116_1,0.485,619
contig-120_98118_2,0.639,435
contig-120_98119_1,0.648,463
contig-120_98122_1,3.955,717
contig-120_98130_1,0.636,708
contig-120_98133_2,0.985,136
contig-120_98138_2,0.315,476
contig-120_98143_2,1.000,126
contig-120_98148_1,2.594,744
contig-120_98161_1,0.951,473
contig-120_98168_1,1.039,433
contig-120_98169_1,1.023,438
contig-120_98177_1,2.585,347
contig-120_98187_1,48.841,561
contig-120_98188_2,2.919,565
contig-120_98200_1,3.487,380
contig-120_98200_2,5.431,357
contig-120_98204_1,1.091,263
contig-120_98214_1,0.475,316
contig-120_98218_1,0.602,498
contig-120_98219_2,0.652,230
contig-120_98221_1,1.076,553
contig-120_98224_1,4.723,271
contig-120_98224_2,5.273,395
contig-120_98225_2,2.005,213
contig-120_98234_1,0.926,162
contig-120_98251_2,5.803,639
contig-120_98253_1,0.693,433
contig-120_98256_1,0.377,398
contig-120_98259_1,0.904,166
contig-120_98261_1,0.777,193
contig-120_98264_1,2.107,356
contig-120_98272_1,1.357,210
contig-120_98273_1,0.755,388
contig-120_98277_1,1.119,670
contig-120_98280_1,2.256,266
contig-120_98290_1,1.074,417
contig-120_98292_1,1.579,380
contig-120_98295_1,0.370,395
contig-120_98299_2,3.599,324
contig-120_98307_1,0.440,682
contig-120_98309_1,0.852,176
contig-120_98309_2,0.997,301
contig-120_98310_1,0.549,546
contig-120_98314_1,0.943,159
contig-120_98318_2,2.632,171
contig-120_98318_3,1.007,298
contig-120_98319_1,3.016,186
contig-120_98319_2,2.182,275
contig-120_98322_2,1.045,420
contig-120_98325_2,0.256,585
contig-120_98329_1,1.791,321
contig-120_98332_1,0.593,226
contig-120_98335_1,0.279,537
contig-120_98336_1,1.018,433
contig-120_98338_1,0.554,542
contig-120_98344_1,0.777,193
contig-120_98348_1,1.481,285
contig-120_98349_2,2.238,261
contig-120_98350_1,17.406,399
contig-120_98351_1,0.280,533
contig-120_98367_1,0.857,350
contig-120_98369_1,6.856,305
contig-120_98369_2,5.884,138
contig-120_98379_1,0.478,314
contig-120_98385_1,0.993,142
contig-120_98389_2,0.748,401
contig-120_98390_1,1.533,685
contig-120_98391_1,2.012,741
contig-120_98392_1,1.139,395
contig-120_98393_1,0.758,198
contig-120_98395_1,3.104,575
contig-120_98399_1,0.888,330
contig-120_98407_1,3.888,732
contig-120_98412_1,1.616,557
contig-120_98413_1,7.169,267
contig-120_98413_2,0.951,144
contig-120_98422_1,0.467,291
contig-120_98425_1,2.507,349
contig-120_98425_2,1.433,314
contig-120_98426_1,0.430,349
contig-120_98426_2,0.694,216
contig-120_98437_1,0.993,143
contig-120_98437_2,0.792,375
contig-120_98438_1,17.555,526
contig-120_98447_1,2.601,173
contig-120_98447_2,1.967,152
contig-120_98456_1,3.125,240
contig-120_98458_1,0.406,717
contig-120_98462_1,0.536,280
contig-120_98467_1,0.858,699
contig-120_98469_1,0.524,559
contig-120_98481_1,5.832,667
contig-120_98489_1,0.740,177
contig-120_98491_1,2.052,658
contig-120_98494_1,0.718,418
contig-120_98496_1,1.796,334
contig-120_98499_1,2.999,744
contig-120_98502_1,0.579,259
contig-120_98507_1,0.589,509
contig-120_98509_3,1.000,150
contig-120_98511_1,0.906,331
contig-120_98516_1,0.889,506
contig-120_98519_2,1.000,135
contig-120_98529_1,1.205,249
contig-120_98535_1,1.261,476
contig-120_98536_1,1.136,264
contig-120_98541_1,0.920,163
contig-120_98541_2,0.457,328
contig-120_98549_1,0.824,364
contig-120_98553_1,14.784,431
contig-120_98555_1,52.926,744
contig-120_98573_1,2.331,640
contig-120_98574_1,2.308,390
contig-120_98578_2,2.924,132
contig-120_98582_1,11.751,686
contig-120_98583_1,0.520,577
contig-120_98584_1,0.226,664
contig-120_98586_1,0.231,648
contig-120_98589_1,9.659,540
contig-120_98596_1,0.247,607
contig-120_98600_2,0.385,390
contig-120_98602_1,0.487,616
contig-120_98603_1,1.899,632
contig-120_98606_3,0.909,165
contig-120_98609_1,4.190,358
contig-120_98610_2,1.974,228
contig-120_98612_1,10.489,741
contig-120_98624_1,14.590,741
contig-120_98627_1,0.779,385
contig-120_98630_1,112.035,721
contig-120_98639_1,15.925,294
contig-120_98640_1,3.829,666
contig-120_98641_1,0.714,203
contig-120_98641_2,1.852,162
contig-120_98643_1,2.138,421
contig-120_98644_1,0.437,687
contig-120_98645_1,4.082,367
contig-120_98649_1,0.527,569
contig-120_98651_1,1.310,229
contig-120_98651_2,4.367,158
contig-120_98653_1,0.857,657
contig-120_98654_3,1.141,263
contig-120_98657_1,0.180,740
contig-120_98659_2,0.463,324
contig-120_98670_1,0.491,291
contig-120_98674_3,0.993,137
contig-120_98678_1,0.392,383
contig-120_98680_2,1.985,453
contig-120_98682_1,29.553,741
contig-120_98684_1,0.222,677
contig-120_98687_1,0.282,532
contig-120_98689_1,0.466,322
contig-120_98692_1,5.808,302
contig-120_98693_1,0.781,192
contig-120_98693_2,1.420,317
contig-120_98694_1,2.517,402
contig-120_98700_1,2.839,317
contig-120_98709_1,0.798,188
contig-120_98714_1,5.671,736
contig-120_98715_1,1.058,567
contig-120_98722_2,0.862,348
contig-120_98724_2,2.910,456
contig-120_98724_3,1.971,138
contig-120_98725_2,0.478,314
contig-120_98737_1,0.617,708
contig-120_98738_1,0.232,647
contig-120_98745_1,0.852,176
contig-120_98749_2,1.049,286
contig-120_98750_1,0.862,520
contig-120_98753_2,36.878,271
contig-120_98754_1,0.617,486
contig-120_98760_1,0.483,621
contig-120_98764_1,2.830,424
contig-120_98769_1,1.000,134
contig-120_98769_2,0.719,196
contig-120_98770_1,1.744,168
contig-120_98771_1,5.008,714
contig-120_98786_1,2.132,623
contig-120_98788_1,17.672,699
contig-120_98795_1,2.420,367
contig-120_98796_1,35.327,741
contig-120_98798_1,1.941,376
contig-120_98799_1,1.480,304
contig-120_98803_1,1.122,401
contig-120_98804_1,0.979,143
contig-120_98808_1,1.762,420
contig-120_98809_1,3.290,169
contig-120_98809_2,1.613,186
contig-120_98813_1,1.000,137
contig-120_98814_1,1.789,228
contig-120_98814_2,5.528,377
contig-120_98820_2,0.811,185
contig-120_98822_1,2.830,212
contig-120_98829_1,0.701,214
contig-120_98830_1,0.615,732
contig-120_98831_1,5.161,192
contig-120_98831_2,0.526,285
contig-120_98836_2,1.765,170
contig-120_98838_1,0.833,180
contig-120_98842_1,0.261,575
contig-120_98845_1,0.965,311
contig-120_98846_1,1.657,181
contig-120_98847_1,0.200,736
contig-120_98848_1,3.485,679
contig-120_98854_1,1.124,267
contig-120_98856_1,1.620,648
contig-120_98860_1,0.481,312
contig-120_98862_1,3.552,540
contig-120_98866_1,1.573,286
contig-120_98869_1,0.829,724
contig-120_98874_1,0.777,193
contig-120_98875_1,2.565,232
contig-120_98877_1,9.218,647
contig-120_98882_2,0.783,383
contig-120_98883_2,0.915,164
contig-120_98891_1,0.929,323
contig-120_98897_1,1.114,657
contig-120_98898_1,0.739,203
contig-120_98899_1,5.280,282
contig-120_98899_2,13.027,437
contig-120_98900_2,16.733,195
contig-120_98904_1,6.130,463
contig-120_98907_1,4.449,741
contig-120_98910_1,0.973,295
contig-120_98912_1,1.454,608
contig-120_98913_1,0.216,693
contig-120_98921_1,1.289,349
contig-120_98926_1,0.606,221
contig-120_98927_2,0.549,273
contig-120_98934_1,4.878,369
contig-120_98935_2,0.257,584
contig-120_98937_1,0.305,462
contig-120_98938_1,1.551,381
contig-120_98946_1,1.062,706
contig-120_98949_1,1.000,141
contig-120_98956_1,0.573,524
contig-120_98960_1,2.851,154
contig-120_98960_2,0.682,440
contig-120_98969_1,1.622,185
contig-120_98977_1,0.938,640
contig-120_98981_1,0.817,367
contig-120_98989_1,0.601,228
contig-120_98990_1,0.820,183
contig-120_98991_2,0.993,145
contig-120_98992_2,0.573,262
contig-120_98994_1,0.909,165
contig-120_98997_1,0.652,230
contig-120_98999_1,0.927,137
contig-120_98999_2,1.458,406
contig-120_99000_1,8.656,180
contig-120_99000_2,15.358,288
contig-120_99002_1,3.063,237
contig-120_99002_2,3.448,174
contig-120_99003_1,1.669,175
contig-120_99003_2,0.566,265
contig-120_99004_1,2.679,168
contig-120_99004_2,13.077,561
contig-120_99005_1,0.968,310
contig-120_99015_1,0.993,147
contig-120_99020_1,1.500,500
contig-120_99021_1,1.777,484
contig-120_99024_1,1.202,499
contig-120_99030_1,0.514,292
contig-120_99031_1,1.795,249
contig-120_99031_2,1.772,333
contig-120_99052_1,16.725,651
contig-120_99054_1,8.861,741
contig-120_99057_1,0.877,171
contig-120_99060_1,1.243,724
contig-120_99061_2,1.929,621
contig-120_99062_1,1.721,517
contig-120_99065_1,1.484,399
contig-120_99065_2,1.205,249
contig-120_99068_1,3.351,168
contig-120_99068_2,4.191,570
contig-120_99069_1,7.004,251
contig-120_99069_2,1.000,130
contig-120_99070_1,10.347,449
contig-120_99075_2,0.379,396
contig-120_99076_1,0.448,669
contig-120_99079_1,0.377,741
contig-120_99080_1,4.430,741
contig-120_99085_1,0.593,506
contig-120_99102_1,1.996,526
contig-120_99106_1,0.545,275
contig-120_99107_1,0.429,657
contig-120_99109_2,2.128,423
contig-120_99114_1,3.005,399
contig-120_99115_1,25.191,738
contig-120_99118_1,6.493,735
contig-120_99120_1,0.863,671
contig-120_99121_2,4.571,552
contig-120_99124_1,0.659,683
contig-120_99126_1,2.317,259
contig-120_99127_1,1.579,285
contig-120_99128_1,1.667,450
contig-120_99129_1,0.642,701
contig-120_99132_1,5.357,700
contig-120_99133_2,1.138,383
contig-120_99138_1,6.054,223
contig-120_99141_1,0.919,653
contig-120_99144_1,4.082,735
contig-120_99149_1,1.646,725
contig-120_99153_1,1.017,295
contig-120_99153_2,1.308,344
contig-120_99155_1,0.450,635
contig-120_99157_2,5.821,435
contig-120_99162_2,1.240,242
contig-120_99168_1,3.371,267
contig-120_99169_1,0.682,220
contig-120_99171_2,1.215,237
contig-120_99173_1,0.856,701
contig-120_99176_1,2.907,205
contig-120_99180_1,0.598,251
contig-120_99181_1,0.848,330
contig-120_99181_2,0.904,166
contig-120_99188_2,0.958,313
contig-120_99194_1,0.866,693
contig-120_99197_1,0.528,568
contig-120_99200_1,1.858,323
contig-120_99204_1,1.892,158
contig-120_99206_1,0.559,537
contig-120_99208_1,1.177,637
contig-120_99212_2,0.904,166
contig-120_99216_2,0.355,423
contig-120_99217_1,0.773,388
contig-120_99218_2,2.414,411
contig-120_99221_1,1.546,194
contig-120_99225_2,0.962,156
contig-120_99226_2,1.837,245
contig-120_99232_1,2.024,207
contig-120_99236_1,0.303,442
contig-120_99236_2,1.000,144
contig-120_99241_1,1.515,198
contig-120_99242_1,1.466,191
contig-120_99243_1,0.296,470
contig-120_99243_2,6.434,387
contig-120_99252_2,1.926,217
contig-120_99252_3,0.771,179
contig-120_99254_1,5.278,255
contig-120_99255_2,0.532,282
contig-120_99257_1,0.909,165
contig-120_99258_1,6.512,735
contig-120_99259_1,0.280,535
contig-120_99264_2,0.402,373
contig-120_99265_1,3.312,583
contig-120_99265_2,0.906,149
contig-120_99273_1,1.190,738
contig-120_99277_1,2.392,689
contig-120_99278_1,0.482,311
contig-120_99286_1,2.281,256
contig-120_99286_2,0.540,278
contig-120_99289_1,2.184,618
contig-120_99293_1,0.698,215
contig-120_99293_2,9.870,347
contig-120_99295_1,1.888,715
contig-120_99297_1,1.035,572
contig-120_99298_1,0.250,601
contig-120_99301_1,1.301,346
contig-120_99301_2,0.725,207
contig-120_99305_1,1.478,299
contig-120_99306_2,2.964,138
contig-120_99313_1,90.198,738
contig-120_99318_1,0.249,602
contig-120_99321_1,1.857,727
contig-120_99333_1,0.664,452
contig-120_99338_1,1.000,131
contig-120_99342_2,0.374,348
contig-120_99343_1,1.103,272
contig-120_99344_1,9.078,639
contig-120_99345_2,0.816,174
contig-120_99360_1,0.274,548
contig-120_99364_1,1.583,379
contig-120_99366_1,0.511,270
contig-120_99367_1,1.107,542
contig-120_99373_1,0.662,680
contig-120_99375_1,8.065,738
contig-120_99376_1,0.872,172
contig-120_99376_3,1.289,349
contig-120_99377_1,1.462,513
contig-120_99386_1,2.314,437
contig-120_99391_1,1.689,161
contig-120_99391_2,8.243,580
contig-120_99397_1,2.688,279
contig-120_99398_1,1.705,176
contig-120_99403_1,0.419,716
contig-120_99405_1,0.258,582
contig-120_99408_1,0.523,574
contig-120_99410_1,13.100,548
contig-120_99412_2,1.114,404
contig-120_99416_1,0.860,349
contig-120_99420_1,1.904,709
contig-120_99437_1,9.634,243
contig-120_99438_2,1.820,245
contig-120_99452_1,0.771,384
contig-120_99471_1,7.480,690
contig-120_99472_1,0.965,622
contig-120_99476_1,4.144,724
contig-120_99481_2,0.759,395
contig-120_99483_1,2.718,489
contig-120_99498_1,0.633,474
contig-120_99500_1,2.617,514
contig-120_99500_2,0.915,164
contig-120_99503_1,0.679,221
contig-120_99508_1,1.529,675
contig-120_99511_1,3.466,560
contig-120_99512_1,1.856,404
contig-120_99514_1,14.942,702
contig-120_99521_1,0.978,137
contig-120_99530_1,1.218,616
contig-120_99537_1,5.672,476
contig-120_99538_1,4.524,694
contig-120_99539_1,1.760,250
contig-120_99543_1,6.193,654
contig-120_99555_1,1.964,443
contig-120_99560_1,0.984,305
contig-120_99560_2,0.829,181
contig-120_99563_1,1.351,222
contig-120_99565_1,0.652,230
contig-120_99568_2,1.587,179
contig-120_99569_1,7.946,221
contig-120_99572_1,0.824,728
contig-120_99578_1,1.867,241
contig-120_99579_1,3.251,692
contig-120_99580_1,2.878,197
contig-120_99581_1,1.128,532
contig-120_99585_1,0.701,428
contig-120_99588_1,1.535,387
contig-120_99588_2,5.149,315
contig-120_99590_1,0.522,272
contig-120_99593_1,6.463,227
contig-120_99593_2,18.529,465
contig-120_99594_1,0.655,229
contig-120_99594_2,0.815,184
contig-120_99595_1,97.371,738
contig-120_99602_1,36.187,684
contig-120_99605_1,0.579,259
contig-120_99606_2,0.258,555
contig-120_99610_1,0.752,399
contig-120_99616_1,10.488,713
contig-120_99620_1,116.593,231
contig-120_99621_1,5.110,309
contig-120_99621_2,3.109,238
contig-120_99622_1,3.152,184
contig-120_99622_2,0.556,540
contig-120_99624_2,0.667,225
contig-120_99629_2,0.855,351
contig-120_99635_1,2.906,244
contig-120_99636_2,3.005,197
contig-120_99637_1,0.943,159
contig-120_99639_1,2.282,387
contig-120_99639_2,1.576,170
contig-120_99644_1,4.236,707
contig-120_99650_1,0.275,480
contig-120_99650_2,0.898,167
contig-120_99664_1,0.446,336
contig-120_99665_1,1.000,133
contig-120_99665_2,0.338,444
contig-120_99666_1,0.676,222
contig-120_99670_1,2.390,734
contig-120_99673_1,0.433,674
contig-120_99683_1,1.278,704
contig-120_99694_1,0.536,560
contig-120_99699_1,1.683,713
contig-120_99701_1,1.240,726
contig-120_99704_2,4.248,420
contig-120_99707_1,2.830,147
contig-120_99707_2,0.985,132
contig-120_99709_1,0.765,196
contig-120_99710_1,1.301,684
contig-120_99713_2,0.949,158
contig-120_99715_1,0.728,206
contig-120_99718_1,5.083,735
contig-120_99719_1,0.781,384
contig-120_99724_1,0.779,578
contig-120_99731_1,1.623,462
contig-120_99731_2,2.000,135
contig-120_99733_1,0.855,173
contig-120_99733_2,1.000,148
contig-120_99736_2,0.882,170
contig-120_99738_1,5.932,526
contig-120_99744_1,0.320,440
contig-120_99749_1,2.113,213
contig-120_99750_2,0.501,599
contig-120_99755_1,217.851,738
contig-120_99756_2,0.904,166
contig-120_99759_1,0.929,312
contig-120_99763_1,2.535,213
contig-120_99763_2,0.877,162
contig-120_99764_2,3.579,456
contig-120_99767_1,0.943,318
contig-120_99770_1,0.228,658
contig-120_99775_1,1.794,418
contig-120_99776_1,0.386,389
contig-120_99777_2,4.119,437
contig-120_99780_1,2.900,722
contig-120_99783_1,2.385,629
contig-120_99789_1,3.061,392
contig-120_99790_1,0.324,463
contig-120_99794_1,2.561,699
contig-120_99802_1,2.459,305
contig-120_99802_2,6.027,296
contig-120_99804_1,13.855,709
contig-120_99806_1,2.059,288
